,price
3945,700000
3946,585000
3947,490000
3948,280000
3949,389950
3950,214000
3951,2680000
3952,220000
3953,210000
3954,469000
3955,365000
3956,595000
3957,1910000
3958,510000
3959,311850
3960,730000
3961,508000
3962,321000
3963,535900
3964,199950
3965,306500
3966,680000
3967,464950
3968,459950
3969,615000
3970,409000
3971,319000
3972,415000
3973,606150
3974,915000
3975,604000
3976,500000
3977,445000
3978,275000
3979,1220000
3980,240000
3981,645000
3982,622000
3983,387990
3984,490000
3985,396400
3986,548000
3987,932800
3988,1328000
3989,475000
3990,327000
3991,334000
3992,360000
3993,472500
3994,343000
3995,313950
3996,209950
3997,740000
3998,1580000
3999,185000
4000,585000
4001,195000
4002,321000
4003,1085000
4004,545000
4005,429000
4006,208000
4007,310000
4008,336750
4009,518000
4010,1325000
4011,515000
4012,420000
4013,442000
4014,398000
4015,366000
4016,170000
4017,1688000
4018,733000
4019,346000
4020,419500
4021,590000
4022,375950
4023,330000
4024,245000
4025,409000
4026,880000
4027,657100
4028,2450000
4029,650000
4030,485000
4031,260000
4032,3345000
4033,647000
4034,458000
4035,539000
4036,235000
4037,415000
4038,454000
4039,360000
4040,469500
4041,472000
4042,575000
4043,546000
4044,490000
4045,500000
4046,782000
4047,530000
4048,308625
4049,943500
4050,635000
4051,152275
4052,452000
4053,495000
4054,240000
4055,625000
4056,182200
4057,236000
4058,183750
4059,499000
4060,700000
4061,455850
4062,197500
4063,750000
4064,649000
4065,334950
4066,787500
4067,202500
4068,775000
4069,478000
4070,269800
4071,900000
4072,478000
4073,640000
4074,371000
4075,369900
4076,239950
4077,300000
4078,485000
4079,645000
4080,482000
4081,572800
4082,905000
4083,575000
4084,970000
4085,244950
4086,515000
4087,381000
4088,535000
4089,399950
4090,305000
4091,265000
4092,375000
4093,489950
4094,335950
4095,1375000
4096,459950
4097,465000
4098,495000
4099,317625
4100,210000
4101,350000
4102,580000
4103,287000
4104,440000
4105,450000
4106,537100
4107,607000
4108,800000
4109,1705000
4110,920000
4111,280000
4112,900000
4113,235000
4114,470000
4115,389000
4116,300000
4117,915000
4118,333500
4119,355200
4120,765000
4121,360000
4122,490000
4123,360000
4124,762500
4125,429900
4126,415000
4127,270000
4128,579000
4129,734500
4130,636230
4131,998000
4132,500000
4133,342000
4134,774888
4135,350000
4136,160000
4137,592500
4138,1695000
4139,430000
4140,718500
4141,1350000
4142,620000
4143,425000
4144,329950
4145,360000
4146,280500
4147,502000
4148,442500
4149,1210000
4150,405000
4151,285167
4152,335000
4153,310000
4154,799950
4155,799990
4156,281000
4157,326000
4158,181100
4159,225000
4160,595888
4161,499100
4162,500000
4163,346000
4164,530000
4165,1250000
4166,410000
4167,1065000
4168,175000
4169,3065000
4170,325000
4171,820000
4172,268300
4173,665000
4174,389950
4175,601000
4176,775000
4177,479000
4178,678500
4179,305000
4180,731000
4181,317000
4182,485000
4183,199900
4184,1100000
4185,734950
4186,935000
4187,455000
4188,360000
4189,375000
4190,775000
4191,420000
4192,386000
4193,377691
4194,164000
4195,225000
4196,555000
4197,250000
4198,979500
4199,400000
4200,490000
4201,1375000
4202,920000
4203,356200
4204,360000
4205,213000
4206,729000
4207,429300
4208,345500
4209,549950
4210,617450
4211,800000
4212,500000
4213,875909
4214,325000
4215,425000
4216,1970000
4217,700000
4218,235000
4219,507500
4220,205000
4221,134000
4222,555000
4223,220000
4224,280000
4225,364250
4226,585000
4227,345000
4228,435000
4229,950000
4230,324450
4231,259000
4232,150000
4233,579000
4234,390000
4235,600000
4236,105000
4237,350000
4238,680000
4239,745000
4240,539950
4241,221000
4242,250600
4243,515000
4244,306000
4245,385000
4246,400000
4247,549010
4248,175409
4249,320000
4250,475000
4251,564800
4252,463828
4253,392450
4254,562000
4255,444950
4256,208000
4257,259950
4258,269900
4259,260000
4260,490000
4261,353000
4262,364808
4263,314000
4264,868500
4265,786000
4266,898000
4267,1175000
4268,635000
4269,291850
4270,990000
4271,178500
4272,680000
4273,326500
4274,236000
4275,415000
4276,435000
4277,265000
4278,207000
4279,339950
4280,532000
4281,735000
4282,762450
4283,590000
4284,252500
4285,415000
4286,471500
4287,700000
4288,838000
4289,431000
4290,488000
4291,180000
4292,322500
4293,525000
4294,579000
4295,403000
4296,578500
4297,450000
4298,680000
4299,288000
4300,495000
4301,675000
4302,201000
4303,390000
4304,695000
4305,438924
4306,890000
4307,1125000
4308,2880500
4309,300000
4310,820000
4311,130000
4312,342500
4313,585000
4314,663000
4315,285000
4316,748000
4317,438000
4318,215500
4319,715000
4320,152500
4321,560000
4322,260000
4323,669950
4324,845000
4325,559950
4326,495000
4327,536650
4328,385000
4329,770000
4330,306000
4331,570000
4332,560000
4333,665000
4334,205000
4335,1245000
4336,190000
4337,664000
4338,570000
4339,427000
4340,735000
4341,347500
4342,425000
4343,589500
4344,440000
4345,345000
4346,416000
4347,771000
4348,942500
4349,325000
4350,310000
4351,968000
4352,479349
4353,332500
4354,300000
4355,1131000
4356,410000
4357,315000
4358,370000
4359,952500
4360,538900
4361,595000
4362,525000
4363,370000
4364,273000
4365,545000
4366,685000
4367,349950
4368,275000
4369,158800
4370,359000
4371,400950
4372,665000
4373,220000
4374,745000
4375,499990
4376,433190
4377,150000
4378,455000
4379,960000
4380,851000
4381,565000
4382,279000
4383,717000
4384,235000
4385,410000
4386,1225000
4387,379950
4388,307000
4389,649000
4390,497000
4391,350000
4392,1033890
4393,294950
4394,590000
4395,485500
4396,815000
4397,245000
4398,597000
4399,641000
4400,746000
4401,364900
4402,1249000
4403,400000
4404,495000
4405,760000
4406,275000
4407,887000
4408,295000
4409,262000
4410,185000
4411,749700
4412,529888
4413,313000
4414,313000
4415,225000
4416,359950
4417,549950
4418,350000
4419,352500
4420,970000
4421,265000
4422,619500
4423,450000
4424,490000
4425,402000
4426,475226
4427,285000
4428,260000
4429,359999
4430,378800
4431,699000
4432,1100000
4433,625000
4434,1300000
4435,499000
4436,219950
4437,539950
4438,417000
4439,450000
4440,380000
4441,250500
4442,906000
4443,728935
4444,206000
4445,759000
4446,277500
4447,315000
4448,285000
4449,210500
4450,499900
4451,511500
4452,348000
4453,575000
4454,935100
4455,565000
4456,838400
4457,718000
4458,354000
4459,1274950
4460,315000
4461,253000
4462,447000
4463,751000
4464,334500
4465,240000
4466,1899000
4467,543000
4468,395000
4469,450000
4470,472000
4471,463000
4472,605000
4473,299950
4474,120750
4475,249900
4476,325000
4477,864500
4478,1400000
4479,402000
4480,360000
4481,630000
4482,552000
4483,431000
4484,520000
4485,953007
4486,515000
4487,355000
4488,554000
4489,254000
4490,300000
4491,672324
4492,374500
4493,349000
4494,399000
4495,240000
4496,370000
4497,329950
4498,450000
4499,436000
4500,779000
4501,749950
4502,621500
4503,710000
4504,595000
4505,320000
4506,969990
4507,750000
4508,254000
4509,375000
4510,277000
4511,462608
4512,310000
4513,460000
4514,660000
4515,510000
4516,378500
4517,499950
4518,243500
4519,648752
4520,375000
4521,800000
4522,335000
4523,515000
4524,380000
4525,491950
4526,525000
4527,283200
4528,1015000
4529,655000
4530,355000
4531,336000
4532,1700000
4533,1050000
4534,252000
4535,250275
4536,428000
4537,550000
4538,368000
4539,328500
4540,465000
4541,489950
4542,283000
4543,264950
4544,552775
4545,930000
4546,562000
4547,400000
4548,580000
4549,250000
4550,239000
4551,925000
4552,149000
4553,631500
4554,665000
4555,684000
4556,437500
4557,700000
4558,970000
4559,750000
4560,653675
4561,215000
4562,489200
4563,338000
4564,216000
4565,650000
4566,354500
4567,460000
4568,700000
4569,400000
4570,619990
4571,330000
4572,255000
4573,652000
4574,342000
4575,455000
4576,265000
4577,390000
4578,1200000
4579,447000
4580,1060000
4581,810000
4582,533000
4583,265000
4584,415000
4585,600000
4586,310000
4587,607500
4588,480000
4589,600000
4590,559000
4591,907500
4592,599000
4593,275000
4594,650000
4595,580000
4596,724950
4597,425000
4598,724000
4599,280000
4600,1209000
4601,572115
4602,2485000
4603,175000
4604,395000
4605,412250
4606,650000
4607,305000
4608,306000
4609,267500
4610,285000
4611,720000
4612,159995
4613,566000
4614,760000
4615,678000
4616,590000
4617,525000
4618,340000
4619,351000
4620,550000
4621,380950
4622,180000
4623,935000
4624,388598
4625,788500
4626,607000
4627,711777
4628,220000
4629,765000
4630,670000
4631,375000
4632,410000
4633,520000
4634,605000
4635,476500
4636,353500
4637,487500
4638,370000
4639,370000
4640,319950
4641,370000
4642,206135
4643,692500
4644,567500
4645,395000
4646,1125000
4647,885000
4648,285950
4649,665000
4650,184900
4651,620000
4652,537000
4653,310000
4654,340000
4655,1570000
4656,495000
4657,438200
4658,999000
4659,220000
4660,300000
4661,399000
4662,440000
4663,250000
4664,729000
4665,450000
4666,647500
4667,2230000
4668,605000
4669,261000
4670,545000
4671,535000
4672,1328000
4673,519500
4674,713500
4675,284000
4676,260000
4677,399995
4678,254000
4679,930000
4680,219000
4681,348000
4682,550000
4683,289000
4684,760000
4685,315000
4686,255000
4687,535000
4688,275000
4689,319900
4690,674000
4691,355000
4692,533050
4693,249000
4694,500000
4695,770000
4696,515000
4697,1148000
4698,800000
4699,750000
4700,401500
4701,245000
4702,368000
4703,693000
4704,590000
4705,205000
4706,350000
4707,1662000
4708,680000
4709,600000
4710,510000
4711,685000
4712,394500
4713,690000
4714,625000
4715,349500
4716,455000
4717,942990
4718,501000
4719,765000
4720,229900
4721,350000
4722,540000
4723,200000
4724,1680000
4725,293000
4726,490000
4727,432000
4728,620000
4729,1388000
4730,250000
4731,925850
4732,525000
4733,475000
4734,485000
4735,690000
4736,837500
4737,230005
4738,234000
4739,416000
4740,695000
4741,485000
4742,450000
4743,250000
4744,650000
4745,620000
4746,425000
4747,165050
4748,749950
4749,264950
4750,700000
4751,560000
4752,695000
4753,190000
4754,500000
4755,300000
4756,440000
4757,410000
4758,550000
4759,563225
4760,529000
4761,495000
4762,158000
4763,765000
4764,354000
4765,1250000
4766,396500
4767,580000
4768,716500
4769,1600000
4770,370000
4771,3070000
4772,583500
4773,350000
4774,505000
4775,332888
4776,599000
4777,645000
4778,642000
4779,670000
4780,965000
4781,550000
4782,294000
4783,630000
4784,2725000
4785,260000
4786,460500
4787,429000
4788,550000
4789,800000
4790,305000
4791,567000
4792,320000
4793,260000
4794,248500
4795,375000
4796,895900
4797,260000
4798,788000
4799,760000
4800,469000
4801,459000
4802,875000
4803,317000
4804,920000
4805,600000
4806,475000
4807,335000
4808,685000
4809,415000
4810,436000
4811,510000
4812,840000
4813,606500
4814,401000
4815,268000
4816,485000
4817,400000
4818,785000
4819,496500
4820,502000
4821,200000
4822,780500
4823,347500
4824,247500
4825,250000
4826,606000
4827,653000
4828,292000
4829,340000
4830,500000
4831,899000
4832,516000
4833,205000
4834,400000
4835,1288000
4836,805000
4837,500000
4838,393000
4839,755000
4840,1205000
4841,900000
4842,1348000
4843,590000
4844,420000
4845,352900
4846,266200
4847,740000
4848,567500
4849,611000
4850,575000
4851,1240420
4852,235000
4853,545000
4854,720500
4855,311000
4856,875000
4857,2400000
4858,794154
4859,345000
4860,730000
4861,486000
4862,295000
4863,255000
4864,266000
4865,1442500
4866,820000
4867,590000
4868,311100
4869,280000
4870,653000
4871,335000
4872,705000
4873,212000
4874,443725
4875,308000
4876,782000
4877,325000
4878,440000
4879,305000
4880,372000
4881,490000
4882,425000
4883,418500
4884,480000
4885,595000
4886,230000
4887,510000
4888,179900
4889,585000
4890,300000
4891,485000
4892,526000
4893,570000
4894,315000
4895,226550
4896,505000
4897,417500
4898,758800
4899,536500
4900,625000
4901,390000
4902,399500
4903,295500
4904,194000
4905,199900
4906,680000
4907,332500
4908,615000
4909,526000
4910,495000
4911,785000
4912,619400
4913,332500
4914,272000
4915,359500
4916,937500
4917,380000
4918,205000
4919,1050000
4920,352500
4921,170000
4922,280000
4923,585000
4924,416000
4925,768500
4926,350000
4927,300000
4928,921000
4929,1620000
4930,386180
4931,570000
4932,1600000
4933,600000
4934,230000
4935,815000
4936,615000
4937,272000
4938,248000
4939,500000
4940,215000
4941,637850
4942,1180000
4943,515000
4944,560000
4945,1350000
4946,945000
4947,475000
4948,252000
4949,432000
4950,530000
4951,360000
4952,555000
4953,712000
4954,390000
4955,698000
4956,540000
4957,1107460
4958,235000
4959,510000
4960,229900
4961,255000
4962,352000
4963,102500
4964,495000
4965,659000
4966,483000
4967,630500
4968,1037000
4969,1325000
4970,580000
4971,305000
4972,515000
4973,477000
4974,133400
4975,645000
4976,302000
4977,555000
4978,309500
4979,920000
4980,413500
4981,475000
4982,430000
4983,219950
4984,485000
4985,386500
4986,440000
4987,300000
4988,1190000
4989,452000
4990,266000
4991,494950
4992,400000
4993,566000
4994,1350000
4995,225000
4996,426000
4997,575950
4998,540000
4999,299950
5000,335000
5001,631000
5002,461000
5003,364950
5004,490000
5005,515000
5006,625000
5007,405000
5008,314950
5009,235000
5010,570000
5011,460000
5012,420000
5013,2300000
5014,406000
5015,646000
5016,490000
5017,505000
5018,610000
5019,445000
5020,475000
5021,225000
5022,475000
5023,222200
5024,215000
5025,498000
5026,1348000
5027,263000
5028,125000
5029,439950
5030,353000
5031,721000
5032,919000
5033,499000
5034,702000
5035,440000
5036,412000
5037,400000
5038,653000
5039,490000
5040,420000
5041,575000
5042,300000
5043,760000
5044,449900
5045,465000
5046,650000
5047,575000
5048,375000
5049,200000
5050,465000
5051,935000
5052,1500000
5053,440000
5054,572000
5055,696500
5056,425000
5057,779000
5058,260000
5059,473000
5060,364000
5061,899000
5062,399000
5063,535000
5064,493000
5065,306000
5066,290000
5067,450000
5068,346150
5069,415500
5070,1795000
5071,274950
5072,330000
5073,592350
5074,397000
5075,600000
5076,315000
5077,320000
5078,1080000
5079,740000
5080,280000
5081,890000
5082,2750000
5083,270000
5084,420000
5085,675000
5086,486000
5087,570000
5088,290000
5089,450000
5090,300000
5091,435000
5092,910000
5093,963000
5094,705000
5095,282000
5096,680000
5097,352000
5098,315000
5099,385000
5100,273000
5101,760000
5102,471000
5103,465000
5104,339950
5105,458000
5106,338000
5107,560000
5108,1355000
5109,850000
5110,334900
5111,235000
5112,325000
5113,589500
5114,358990
5115,1400000
5116,268000
5117,335000
5118,1599950
5119,375000
5120,525000
5121,336600
5122,458500
5123,292500
5124,550000
5125,770000
5126,269950
5127,748000
5128,328423
5129,755000
5130,329350
5131,263700
5132,190000
5133,609000
5134,550388
5135,312000
5136,320000
5137,325000
5138,244615
5139,210000
5140,315000
5141,685000
5142,262000
5143,510000
5144,465000
5145,525000
5146,275000
5147,345000
5148,440000
5149,574500
5150,967000
5151,280000
5152,500000
5153,575000
5154,562000
5155,450000
5156,750000
5157,699900
5158,390000
5159,285000
5160,514000
5161,880000
5162,325000
5163,259000
5164,1250000
5165,345000
5166,549000
5167,710000
5168,1140000
5169,482000
5170,280000
5171,185000
5172,440000
5173,320000
5174,399000
5175,269500
5176,415000
5177,249000
5178,441000
5179,290000
5180,380000
5181,420000
5182,342450
5183,370000
5184,240000
5185,1400000
5186,278750
5187,475000
5188,329950
5189,419950
5190,368000
5191,715000
5192,210000
5193,665000
5194,464000
5195,870000
5196,410000
5197,270000
5198,342000
5199,487600
5200,319950
5201,325000
5202,590000
5203,270000
5204,341000
5205,329000
5206,425000
5207,395900
5208,214000
5209,503045
5210,845000
5211,456000
5212,270000
5213,759000
5214,468500
5215,765000
5216,655000
5217,488000
5218,344000
5219,439000
5220,469500
5221,464500
5222,399950
5223,899900
5224,580000
5225,266000
5226,770000
5227,375000
5228,980000
5229,285000
5230,165000
5231,622500
5232,200000
5233,215000
5234,160000
5235,291000
5236,754842
5237,230000
5238,230000
5239,550000
5240,375000
5241,400000
5242,560000
5243,775000
5244,427000
5245,525000
5246,257000
5247,490000
5248,805000
5249,307000
5250,1000000
5251,1185000
5252,590000
5253,245000
5254,550000
5255,400000
5256,521900
5257,829000
5258,640000
5259,470000
5260,513000
5261,560000
5262,580000
5263,550000
5264,215000
5265,331500
5266,826000
5267,635000
5268,510000
5269,115000
5270,1010000
5271,270000
5272,625000
5273,381000
5274,411500
5275,249000
5276,775000
5277,350000
5278,139000
5279,1120000
5280,315000
5281,2575000
5282,620000
5283,290000
5284,311000
5285,455000
5286,452100
5287,390000
5288,420000
5289,950000
5290,292000
5291,267300
5292,245000
5293,750000
5294,464625
5295,1100000
5296,346950
5297,530000
5298,273950
5299,245000
5300,598555
5301,576000
5302,289500
5303,239000
5304,759000
5305,372000
5306,769950
5307,676000
5308,588000
5309,145600
5310,420000
5311,347950
5312,475000
5313,452000
5314,278000
5315,572000
5316,695000
5317,625000
5318,360000
5319,480000
5320,189000
5321,300000
5322,660500
5323,560000
5324,314950
5325,580000
5326,1900000
5327,565000
5328,415000
5329,283000
5330,562000
5331,370000
5332,556000
5333,375000
5334,455000
5335,625000
5336,279000
5337,355000
5338,879000
5339,275000
5340,400000
5341,285000
5342,450000
5343,372400
5344,410000
5345,512500
5346,559000
5347,665000
5348,863000
5349,324800
5350,3200000
5351,290000
5352,550000
5353,1460000
5354,810000
5355,297000
5356,246000
5357,1290000
5358,1050000
5359,230000
5360,599950
5361,679000
5362,400000
5363,435000
5364,3100000
5365,610000
5366,385000
5367,650000
5368,300000
5369,485000
5370,350000
5371,395000
5372,175000
5373,752875
5374,437000
5375,650000
5376,1875000
5377,309950
5378,450000
5379,660000
5380,323000
5381,399990
5382,652000
5383,385000
5384,215000
5385,375000
5386,651000
5387,312000
5388,355000
5389,295000
5390,700180
5391,1075000
5392,209950
5393,270000
5394,384950
5395,1050000
5396,285000
5397,835000
5398,537500
5399,1795000
5400,369900
5401,417000
5402,242500
5403,507000
5404,205000
5405,524225
5406,359950
5407,235000
5408,460000
5409,595000
5410,246000
5411,675000
5412,495000
5413,149000
5414,598850
5415,225000
5416,275000
5417,349950
5418,602000
5419,515000
5420,299000
5421,442500
5422,1800000
5423,345500
5424,264950
5425,215000
5426,800000
5427,482975
5428,389000
5429,838000
5430,408000
5431,350000
5432,575000
5433,235000
5434,410000
5435,210000
5436,330000
5437,326000
5438,640000
5439,425000
5440,429000
5441,616000
5442,1310000
5443,457000
5444,1564350
5445,206000
5446,633000
5447,1698000
5448,699999
5449,550000
5450,309212
5451,506000
5452,475000
5453,525000
5454,440000
5455,302000
5456,570000
5457,279000
5458,530000
5459,575000
5460,695000
5461,718000
5462,410500
5463,465000
5464,650000
5465,400000
5466,840000
5467,230000
5468,680000
5469,257000
5470,260000
5471,389000
5472,645000
5473,729000
5474,1862000
5475,203000
5476,205000
5477,335000
5478,652450
5479,619500
5480,450000
5481,675000
5482,352000
5483,550000
5484,562000
5485,299000
5486,216300
5487,390000
5488,600000
5489,635000
5490,530000
5491,800000
5492,589000
5493,570000
5494,500000
5495,437718
5496,980000
5497,237000
5498,524250
5499,845000
5500,248000
5501,1650000
5502,387500
5503,550000
5504,248000
5505,539950
5506,740000
5507,310000
5508,330000
5509,325000
5510,397000
5511,457500
5512,525000
5513,518000
5514,650000
5515,838300
5516,446800
5517,334950
5518,662500
5519,229500
5520,490000
5521,539000
5522,350000
5523,1225000
5524,390000
5525,317500
5526,299000
5527,285000
5528,290000
5529,500000
5530,500000
5531,95000
5532,340000
5533,398096
5534,473600
5535,353000
5536,729953
5537,339990
5538,530000
5539,435000
5540,905000
5541,650000
5542,725000
5543,360000
5544,699950
5545,200000
5546,790000
5547,368500
5548,560000
5549,590000
5550,880000
5551,639000
5552,500000
5553,632000
5554,765000
5555,278000
5556,1400000
5557,599000
5558,385000
5559,107000
5560,385000
5561,808100
5562,890000
5563,350000
5564,543000
5565,641500
5566,725000
5567,353000
5568,358000
5569,439950
5570,350000
5571,560000
5572,195500
5573,750000
5574,470000
5575,224000
5576,1050000
5577,799900
5578,150000
5579,240000
5580,300000
5581,390000
5582,460000
5583,475000
5584,309950
5585,590000
5586,458500
5587,1500000
5588,250000
5589,941000
5590,397500
5591,1410000
5592,364000
5593,260000
5594,520000
5595,258000
5596,830000
5597,280500
5598,438000
5599,252000
5600,800866
5601,312000
5602,490000
5603,563500
5604,689800
5605,800000
5606,445000
5607,325000
5608,299000
5609,580000
5610,505400
5611,410000
5612,942000
5613,480000
5614,575000
5615,385000
5616,449999
5617,400000
5618,475000
5619,420000
5620,766000
5621,390000
5622,695000
5623,375000
5624,769995
5625,585000
5626,715000
5627,95000
5628,422250
5629,656500
5630,1007500
5631,818000
5632,1776000
5633,550000
5634,765000
5635,418000
5636,850000
5637,1175000
5638,379900
5639,678500
5640,289000
5641,318000
5642,272750
5643,255000
5644,501000
5645,350000
5646,256000
5647,589000
5648,300000
5649,661000
5650,295000
5651,614000
5652,397500
5653,1240000
5654,600000
5655,1411600
5656,545000
5657,725000
5658,1029000
5659,336000
5660,720000
5661,462550
5662,349990
5663,860000
5664,400000
5665,675000
5666,775000
5667,350000
5668,533300
5669,441000
5670,687500
5671,495000
5672,493000
5673,190000
5674,268000
5675,505000
5676,1265000
5677,369950
5678,625000
5679,667500
5680,350000
5681,605000
5682,960000
5683,206000
5684,664950
5685,375000
5686,560000
5687,246700
5688,379950
5689,998000
5690,360000
5691,195000
5692,530000
5693,1125000
5694,820000
5695,280000
5696,980000
5697,562000
5698,232900
5699,720000
5700,1010000
5701,300000
5702,367500
5703,569995
5704,294000
5705,464000
5706,588000
5707,721000
5708,323000
5709,490000
5710,395000
5711,692500
5712,286000
5713,380000
5714,1399950
5715,499431
5716,351999
5717,785000
5718,490000
5719,239000
5720,440000
5721,485000
5722,555000
5723,315500
5724,400000
5725,699000
5726,345000
5727,344900
5728,474000
5729,208000
5730,1544500
5731,585000
5732,204000
5733,268000
5734,475000
5735,539000
5736,771150
5737,253000
5738,329950
5739,350000
5740,458450
5741,465000
5742,358000
5743,602000
5744,261000
5745,1078500
5746,781000
5747,802500
5748,905000
5749,335000
5750,475000
5751,427000
5752,620000
5753,465000
5754,910000
5755,316000
5756,458000
5757,380000
5758,230000
5759,1920000
5760,254000
5761,530000
5762,509000
5763,176000
5764,225000
5765,292500
5766,655000
5767,799000
5768,1459000
5769,430000
5770,878000
5771,2458000
5772,660000
5773,283000
5774,372000
5775,436500
5776,390000
5777,507250
5778,255000
5779,825000
5780,370000
5781,324000
5782,325000
5783,245000
5784,247200
5785,1646000
5786,698000
5787,340000
5788,451000
5789,810000
5790,455000
5791,350000
5792,962800
5793,530200
5794,180000
5795,228000
5796,658000
5797,172000
5798,310000
5799,561500
5800,490000
5801,840000
5802,360000
5803,591500
5804,500000
5805,169900
5806,520000
5807,330000
5808,435000
5809,500000
5810,550000
5811,425000
5812,520000
5813,359900
5814,1950000
5815,312000
5816,320000
5817,440250
5818,500000
5819,286300
5820,583000
5821,289000
5822,700000
5823,910000
5824,577500
5825,310000
5826,295500
5827,790000
5828,245000
5829,535000
5830,381000
5831,464050
5832,551000
5833,439000
5834,896000
5835,635000
5836,339000
5837,511200
5838,240000
5839,165000
5840,459800
5841,299000
5842,642000
5843,262000
5844,475000
5845,593500
5846,160000
5847,408000
5848,256000
5849,350000
5850,230000
5851,605000
5852,325000
5853,704000
5854,523000
5855,370000
5856,1452000
5857,525000
5858,460000
5859,475000
5860,368000
5861,497000
5862,485000
5863,438000
5864,380000
5865,760000
5866,190000
5867,317000
5868,678940
5869,310000
5870,491150
5871,734200
5872,413450
5873,243400
5874,638000
5875,450000
5876,815000
5877,570000
5878,1900000
5879,247000
5880,442500
5881,339950
5882,296000
5883,305000
5884,250000
5885,875000
5886,575000
5887,675000
5888,565000
5889,600000
5890,252000
5891,385000
5892,525000
5893,635000
5894,170500
5895,232500
5896,270000
5897,641250
5898,530000
5899,525300
5900,245000
5901,290000
5902,361280
5903,345000
5904,330000
5905,260000
5906,594950
5907,299900
5908,975000
5909,144975
5910,439000
5911,495000
5912,685650
5913,856500
5914,300000
5915,560000
5916,387000
5917,648000
5918,891500
5919,865000
5920,845000
5921,599950
5922,1216000
5923,255000
5924,495800
5925,293000
5926,299000
5927,550000
5928,450000
5929,302200
5930,308000
5931,370000
5932,334000
5933,384435
5934,329900
5935,1610000
5936,2288000
5937,409000
5938,300000
5939,620000
5940,772500
5941,370000
5942,998160
5943,759990
5944,349500
5945,565000
5946,430000
5947,346300
5948,595000
5949,537000
5950,232000
5951,230000
5952,715000
5953,600000
5954,540000
5955,529950
5956,599000
5957,445830
5958,439900
5959,400000
5960,303210
5961,482500
5962,325000
5963,1051000
5964,780000
5965,440000
5966,450000
5967,685000
5968,435000
5969,560000
5970,330000
5971,379950
5972,1250000
5973,678100
5974,829000
5975,660000
5976,640000
5977,375000
5978,216000
5979,885000
5980,375000
5981,219900
5982,169000
5983,212000
5984,210000
5985,505000
5986,407000
5987,730000
5988,1234580
5989,326000
5990,1180000
5991,330000
5992,407450
5993,440000
5994,265500
5995,631000
5996,372500
5997,775900
5998,472000
5999,276000
6000,521000
6001,965800
6002,540000
6003,990000
6004,592500
6005,268000
6006,570000
6007,505000
6008,515000
6009,485000
6010,649950
6011,539000
6012,272000
6013,525000
6014,405000
6015,438000
6016,960000
6017,235000
6018,559000
6019,540000
6020,560000
6021,409000
6022,253500
6023,419000
6024,791000
6025,1101000
6026,795000
6027,649950
6028,480500
6029,227950
6030,416286
6031,710000
6032,560000
6033,270000
6034,380000
6035,490000
6036,458000
6037,265000
6038,735000
6039,280000
6040,620000
6041,464000
6042,775000
6043,435000
6044,240000
6045,513000
6046,295000
6047,407500
6048,446000
6049,349950
6050,280000
6051,240000
6052,207000
6053,646000
6054,425000
6055,235000
6056,975000
6057,608000
6058,343000
6059,240000
6060,287000
6061,534950
6062,525000
6063,289000
6064,1695000
6065,788000
6066,375000
6067,335000
6068,397000
6069,1067000
6070,280000
6071,1480000
6072,715000
6073,715000
6074,388000
6075,311000
6076,735000
6077,315000
6078,271000
6079,424950
6080,785000
6081,1395000
6082,490000
6083,528000
6084,290000
6085,405100
6086,480000
6087,150000
6088,577000
6089,1925000
6090,395300
6091,253000
6092,435000
6093,470000
6094,272000
6095,400000
6096,449950
6097,400000
6098,399950
6099,1250000
6100,850000
6101,950000
6102,392500
6103,555000
6104,369946
6105,360000
6106,425000
6107,575000
6108,459000
6109,449000
6110,294000
6111,168500
6112,303000
6113,2479000
6114,340000
6115,525000
6116,300000
6117,517500
6118,212625
6119,399000
6120,326188
6121,1070000
6122,499000
6123,280000
6124,1280000
6125,189650
6126,625000
6127,234950
6128,590000
6129,439000
6130,530100
6131,498000
6132,680000
6133,417000
6134,386500
6135,325000
6136,479000
6137,382495
6138,259000
6139,733500
6140,389000
6141,319950
6142,206000
6143,630000
6144,655000
6145,607500
6146,533000
6147,340000
6148,370000
6149,417000
6150,408200
6151,549900
6152,535000
6153,325000
6154,978000
6155,725000
6156,225000
6157,608000
6158,436000
6159,1960000
6160,525000
6161,1000000
6162,479000
6163,468000
6164,650000
6165,257500
6166,559900
6167,899000
6168,550000
6169,367999
6170,940000
6171,245560
6172,325000
6173,1028000
6174,246900
6175,289275
6176,520000
6177,690000
6178,413252
6179,250000
6180,692500
6181,199950
6182,925000
6183,775000
6184,490000
6185,330000
6186,1365000
6187,820000
6188,343000
6189,255000
6190,312500
6191,655000
6192,530000
6193,954500
6194,459900
6195,550000
6196,639000
6197,270000
6198,433500
6199,565000
6200,597500
6201,525000
6202,220000
6203,235000
6204,321000
6205,275000
6206,535000
6207,390000
6208,705000
6209,365000
6210,350000
6211,395000
6212,503000
6213,193500
6214,664000
6215,285000
6216,530000
6217,556000
6218,290000
6219,370000
6220,607000
6221,200000
6222,521000
6223,535000
6224,560000
6225,465000
6226,498500
6227,590000
6228,749000
6229,605000
6230,465000
6231,743000
6232,425000
6233,875000
6234,385000
6235,410000
6236,239800
6237,699000
6238,974350
6239,285000
6240,380000
6241,86500
6242,319500
6243,425000
6244,575000
6245,799000
6246,240000
6247,357950
6248,550000
6249,275000
6250,480000
6251,110000
6252,548000
